Iteration, loss, time 
0, 1.0512397289276123, 2.375580072402954 
1, 1.0475068092346191, 2.3350887298583984 
2, 1.0437440872192383, 2.300412178039551 
3, 1.040015697479248, 2.3522300720214844 
4, 1.0363085269927979, 2.334214925765991 
5, 1.0326604843139648, 2.428114891052246 
6, 1.0289602279663086, 2.5507190227508545 
7, 1.0252925157546997, 2.719162940979004 
8, 1.0216299295425415, 2.9019858837127686 
9, 1.0178537368774414, 3.067890167236328 
10, 1.0143773555755615, 3.0937137603759766 
11, 1.0107619762420654, 3.113361120223999 
12, 1.0070176124572754, 2.969856023788452 
13, 1.0034276247024536, 2.7991747856140137 
14, 1.000035047531128, 2.5823402404785156 
15, 0.9962663054466248, 2.5759410858154297 
16, 0.9926578402519226, 2.740206718444824 
17, 0.9892115592956543, 2.762266159057617 
18, 0.9855337738990784, 2.6201298236846924 
19, 0.9819859266281128, 2.629005193710327 
20, 0.978592574596405, 2.7491977214813232 
21, 0.9749301671981812, 2.6433401107788086 
22, 0.9716546535491943, 2.578542947769165 
23, 0.9681175947189331, 2.8038949966430664 
24, 0.9646580815315247, 2.617990016937256 
25, 0.961155354976654, 2.6334407329559326 
26, 0.9576590061187744, 2.602983236312866 
27, 0.954229474067688, 2.5756568908691406 
28, 0.950809121131897, 2.606924057006836 
29, 0.9484173059463501, 2.611825942993164 
30, 0.9439109563827515, 2.6539089679718018 
31, 0.9404175281524658, 2.6954047679901123 
32, 0.9369645714759827, 2.6927781105041504 
33, 0.9334397912025452, 2.658457040786743 
34, 0.929993748664856, 2.568049907684326 
35, 0.9264868497848511, 2.5553970336914062 
36, 0.9226720333099365, 2.6109018325805664 
37, 0.9192161560058594, 2.5885469913482666 
38, 0.9157808423042297, 2.6212217807769775 
39, 0.9127289056777954, 2.632072925567627 
40, 0.9093438386917114, 2.623577117919922 
41, 0.906059741973877, 2.6232080459594727 
42, 0.9027789831161499, 2.6299800872802734 
43, 0.89951491355896, 2.623699188232422 
44, 0.8962488174438477, 2.6347150802612305 
45, 0.8929989337921143, 2.668962001800537 
46, 0.8897799253463745, 2.6277849674224854 
47, 0.8865666389465332, 2.65274977684021 
48, 0.8833757638931274, 2.6234960556030273 
49, 0.8801794648170471, 2.6220450401306152 
50, 0.8769940137863159, 2.62888503074646 
51, 0.8738178014755249, 2.6238043308258057 
52, 0.8706560730934143, 2.640144109725952 
