Iteration, loss, time 
0, -6.007780075073242, 0.45712709426879883 
1, -5.922933101654053, 0.009457826614379883 
2, -5.836529731750488, 0.008582353591918945 
3, -5.749045372009277, 0.008393287658691406 
4, -5.661126613616943, 0.008394956588745117 
5, -5.573361396789551, 0.008359193801879883 
6, -5.486107349395752, 0.008545398712158203 
7, -5.399515628814697, 0.008778810501098633 
8, -5.313617706298828, 0.008454084396362305 
9, -5.228376865386963, 0.008450031280517578 
10, -5.143733978271484, 0.008351564407348633 
11, -5.059613227844238, 0.008625984191894531 
12, -4.975935459136963, 0.008779764175415039 
13, -4.892622947692871, 0.008484840393066406 
14, -4.809615612030029, 0.008390188217163086 
15, -4.726882457733154, 0.008369684219360352 
16, -4.64442253112793, 0.00961160659790039 
17, -4.562262535095215, 0.0089111328125 
18, -4.480461120605469, 0.00877523422241211 
19, -4.399082183837891, 0.00845479965209961 
20, -4.318204879760742, 0.008339405059814453 
21, -4.237918376922607, 0.00830078125 
22, -4.158303260803223, 0.008425474166870117 
23, -4.079430103302002, 0.008976221084594727 
24, -4.001355171203613, 0.008796930313110352 
25, -3.9241223335266113, 0.008630990982055664 
26, -3.847766399383545, 0.009191036224365234 
27, -3.77229642868042, 0.009060382843017578 
28, -3.697718858718872, 0.009206533432006836 
29, -3.624028444290161, 0.009123802185058594 
30, -3.551213026046753, 0.009186506271362305 
31, -3.479264736175537, 0.009135007858276367 
32, -3.4081783294677734, 0.008999824523925781 
33, -3.3379483222961426, 0.008850812911987305 
34, -3.2685816287994385, 0.008867263793945312 
35, -3.2000858783721924, 0.008840084075927734 
36, -3.1324808597564697, 0.008855581283569336 
37, -3.065796136856079, 0.008876800537109375 
38, -3.0000646114349365, 0.008844614028930664 
39, -2.9353275299072266, 0.008804082870483398 
40, -2.8716251850128174, 0.008837223052978516 
41, -2.8089990615844727, 0.008796930313110352 
42, -2.747483730316162, 0.00881195068359375 
43, -2.6871063709259033, 0.009283065795898438 
44, -2.6278867721557617, 0.008868932723999023 
