Iteration, loss, time 
0, 0.8271165490150452, 2.7286086082458496 
1, 0.7877208590507507, 2.4636759757995605 
2, 0.7715096473693848, 2.3320069313049316 
3, 0.7597460746765137, 2.2434542179107666 
4, 0.722519040107727, 2.339240074157715 
5, 0.7037105560302734, 2.3268470764160156 
6, 0.6802673935890198, 2.3804454803466797 
7, 0.6614686250686646, 2.2912075519561768 
8, 0.6373259425163269, 2.3171226978302 
9, 0.6180443167686462, 2.332858085632324 
10, 0.5922343730926514, 2.3547415733337402 
11, 0.5737953186035156, 2.3102846145629883 
12, 0.5606645941734314, 2.3488881587982178 
13, 0.5377297401428223, 2.4507405757904053 
14, 0.5172296166419983, 2.3441598415374756 
15, 0.5060259103775024, 2.330188751220703 
16, 0.49424684047698975, 2.3688735961914062 
17, 0.4740810990333557, 2.5720651149749756 
18, 0.4615451991558075, 2.459181785583496 
19, 0.44930216670036316, 2.3941686153411865 
20, 0.4284619688987732, 2.359553337097168 
21, 0.42593368887901306, 2.633366107940674 
22, 0.3990446925163269, 2.7405784130096436 
23, 0.39361220598220825, 2.5387797355651855 
24, 0.37761497497558594, 2.3979127407073975 
25, 0.37138232588768005, 2.421330690383911 
26, 0.3586314022541046, 2.3603463172912598 
27, 0.34324485063552856, 2.551755428314209 
28, 0.3274068832397461, 2.378476142883301 
29, 0.3220265507698059, 2.3584330081939697 
30, 0.3050944209098816, 2.4350297451019287 
31, 0.29043182730674744, 2.5358805656433105 
32, 0.2826632857322693, 2.346886396408081 
33, 0.2681044936180115, 2.4447455406188965 
34, 0.26269400119781494, 2.3950281143188477 
35, 0.24909979104995728, 2.383059501647949 
36, 0.2311282455921173, 2.7619435787200928 
37, 0.2188834846019745, 2.51149582862854 
38, 0.21986357867717743, 2.3924643993377686 
39, 0.19467483460903168, 2.4521191120147705 
40, 0.19268175959587097, 2.2461917400360107 
41, 0.18392591178417206, 2.5600082874298096 
42, 0.16896414756774902, 2.314875841140747 
43, 0.1690036505460739, 2.3392927646636963 
44, 0.15731678903102875, 2.404886245727539 
45, 0.14924436807632446, 2.5470027923583984 
46, 0.13454414904117584, 2.3016483783721924 
47, 0.13506168127059937, 2.727045774459839 
48, 0.12538276612758636, 2.294595718383789 
49, 0.12222689390182495, 2.433298349380493 
50, 0.11344842612743378, 2.388256788253784 
51, 0.10526566207408905, 2.5273852348327637 
52, 0.0948011726140976, 2.496595859527588 
53, 0.08518068492412567, 2.3270769119262695 
54, 0.08858124911785126, 2.53261661529541 
55, 0.07538144290447235, 2.39128041267395 
56, 0.0762319266796112, 2.3430016040802 
57, 0.06521594524383545, 2.3494210243225098 
58, 0.058780208230018616, 2.340505361557007 
59, 0.05210530757904053, 2.698645830154419 
60, 0.04526369273662567, 2.3545420169830322 
61, 0.04492625594139099, 2.3993241786956787 
62, 0.03454408049583435, 2.540576696395874 
63, 0.028804928064346313, 2.3887102603912354 
64, 0.028891578316688538, 2.546937942504883 
65, 0.02545866370201111, 2.5601158142089844 
66, 0.02315644919872284, 2.4131217002868652 
67, 0.023836374282836914, 2.419191837310791 
68, 0.02398255467414856, 2.426626443862915 
69, 0.01429036259651184, 2.1851933002471924 
70, 0.019102945923805237, 2.21998929977417 
71, 0.012637883424758911, 2.227937936782837 
72, 0.014180704951286316, 2.380693197250366 
73, 0.009585708379745483, 2.24369740486145 
74, 0.0069632381200790405, 2.3306000232696533 
75, 0.003923729062080383, 2.3035836219787598 
76, 0.00031372904777526855, 2.2672464847564697 
77, -0.003044620156288147, 2.1980490684509277 
78, 0.0030434131622314453, 2.565755605697632 
79, -0.0025075674057006836, 2.4503674507141113 
80, -0.006139501929283142, 2.5291941165924072 
81, -0.005181029438972473, 2.4131956100463867 
82, -0.00587230920791626, 2.555204153060913 
83, -0.0065773725509643555, 2.377579689025879 
84, -0.0064595043659210205, 2.3774592876434326 
85, -0.007337599992752075, 2.3801801204681396 
86, -0.01312178373336792, 2.4259097576141357 
87, -0.01462729275226593, 2.391083240509033 
88, -0.014660686254501343, 2.585969924926758 
89, -0.015343382954597473, 2.510916233062744 
90, -0.01223096251487732, 2.417201280593872 
91, -0.016373321413993835, 2.563446521759033 
92, -0.01545986533164978, 2.3807260990142822 
93, -0.016258209943771362, 2.3736324310302734 
94, -0.014868631958961487, 2.4024546146392822 
95, -0.011151865124702454, 2.300211191177368 
96, -0.014743536710739136, 2.262427568435669 
97, -0.013811588287353516, 2.3703136444091797 
98, -0.01715761423110962, 2.558799982070923 
99, -0.002353578805923462, 2.1483967304229736 
100, -0.01862974464893341, 2.513659954071045 
101, -0.0183047354221344, 2.3571722507476807 
102, -0.02384856343269348, 2.409747838973999 
103, -0.01783086359500885, 2.145951509475708 
104, -0.02304363250732422, 2.332416296005249 
105, -0.022312819957733154, 2.256164073944092 
106, -0.019063547253608704, 2.380430221557617 
107, -0.01532447338104248, 2.2338149547576904 
108, -0.02593293786048889, 2.3390750885009766 
109, -0.02558515965938568, 2.216845750808716 
110, -0.02538132667541504, 2.8182873725891113 
111, -0.025368303060531616, 2.3707034587860107 
112, -0.03352615237236023, 2.501268148422241 
113, -0.035718321800231934, 2.54834246635437 
114, -0.034580081701278687, 2.5941696166992188 
115, -0.034541696310043335, 2.6736655235290527 
