Iteration, loss, time 
0, 1.12894868850708, 0.043328046798706055 
1, 1.045041799545288, 0.05477714538574219 
2, 0.924801230430603, 0.049894094467163086 
3, 0.8307023644447327, 0.04783201217651367 
4, 0.720920741558075, 0.04697608947753906 
5, 0.5770176649093628, 0.04755997657775879 
6, 0.4782239496707916, 0.04665398597717285 
7, 0.38537847995758057, 0.05181002616882324 
8, 0.26756352186203003, 0.05670619010925293 
9, 0.16501379013061523, 0.0527348518371582 
10, 0.05320388078689575, 0.05183696746826172 
11, -0.049817025661468506, 0.05028796195983887 
12, -0.15553385019302368, 0.05149483680725098 
13, -0.25885897874832153, 0.04810285568237305 
14, -0.36183756589889526, 0.047513723373413086 
15, -0.4376905560493469, 0.04858708381652832 
16, -0.5430583357810974, 0.04706096649169922 
17, -0.6198077201843262, 0.04904603958129883 
18, -0.7476159930229187, 0.04718804359436035 
19, -0.8162369728088379, 0.04722189903259277 
20, -0.8821479082107544, 0.050286054611206055 
21, -0.9933975338935852, 0.05209183692932129 
22, -1.067145824432373, 0.04924201965332031 
23, -1.1802618503570557, 0.047471046447753906 
24, -1.2470498085021973, 0.0472109317779541 
25, -1.3538563251495361, 0.04791402816772461 
26, -1.4189140796661377, 0.047389984130859375 
27, -1.5018413066864014, 0.0484468936920166 
28, -1.5814208984375, 0.04774308204650879 
29, -1.6483287811279297, 0.04741096496582031 
30, -1.7181282043457031, 0.04703521728515625 
31, -1.7871813774108887, 0.050573110580444336 
32, -1.8909554481506348, 0.05117201805114746 
33, -1.9376405477523804, 0.04949593544006348 
34, -1.9956730604171753, 0.04900407791137695 
35, -2.093071937561035, 0.04943704605102539 
36, -2.1267194747924805, 0.049063920974731445 
37, -2.224391460418701, 0.05283713340759277 
38, -2.2896597385406494, 0.0470271110534668 
39, -2.3453123569488525, 0.04897904396057129 
40, -2.395665168762207, 0.11677885055541992 
41, -2.456650733947754, 0.05557084083557129 
42, -2.526165008544922, 0.05430197715759277 
43, -2.5717251300811768, 0.05850815773010254 
44, -2.6298694610595703, 0.05264115333557129 
45, -2.67183780670166, 0.05517697334289551 
46, -2.7267415523529053, 0.05106306076049805 
47, -2.774492025375366, 0.047948598861694336 
48, -2.8409626483917236, 0.04671788215637207 
49, -2.875114679336548, 0.04967689514160156 
50, -2.9284815788269043, 0.04827308654785156 
51, -2.9693214893341064, 0.047189950942993164 
52, -3.0121302604675293, 0.04781818389892578 
53, -3.0539886951446533, 0.04674577713012695 
54, -3.1051273345947266, 0.051400184631347656 
55, -3.1429872512817383, 0.05094623565673828 
56, -3.185729503631592, 0.07273221015930176 
57, -3.2268128395080566, 0.1173098087310791 
58, -3.263321876525879, 0.0878899097442627 
59, -3.3018946647644043, 0.0361790657043457 
60, -3.3227744102478027, 0.0344393253326416 
61, -3.383467674255371, 0.034535884857177734 
62, -3.4064395427703857, 0.0357661247253418 
63, -3.4489541053771973, 0.03661394119262695 
64, -3.480631113052368, 0.033837080001831055 
65, -3.5231409072875977, 0.03380608558654785 
66, -3.5430920124053955, 0.03390002250671387 
67, -3.5743257999420166, 0.03387594223022461 
68, -3.6168155670166016, 0.03336691856384277 
69, -3.6407222747802734, 0.03322291374206543 
70, -3.6709084510803223, 0.0335240364074707 
71, -3.7048892974853516, 0.0341341495513916 
72, -3.725430965423584, 0.0332798957824707 
73, -3.7512712478637695, 0.03349614143371582 
74, -3.7720584869384766, 0.03374910354614258 
75, -3.8065857887268066, 0.033740997314453125 
76, -3.8346590995788574, 0.032968997955322266 
77, -3.856431007385254, 0.03286480903625488 
78, -3.888199806213379, 0.03328704833984375 
79, -3.9060544967651367, 0.03389787673950195 
80, -3.9350290298461914, 0.034560203552246094 
81, -3.9522581100463867, 0.034024953842163086 
82, -3.9664206504821777, 0.033979177474975586 
83, -3.9932401180267334, 0.03593277931213379 
84, -4.014963150024414, 0.0365900993347168 
85, -4.031771183013916, 0.03338289260864258 
86, -4.054715633392334, 0.03574490547180176 
87, -4.06929349899292, 0.03358316421508789 
88, -4.101583957672119, 0.033818960189819336 
89, -4.105563163757324, 0.033528804779052734 
90, -4.136227607727051, 0.034204959869384766 
91, -4.144436359405518, 0.03325200080871582 
92, -4.170347690582275, 0.032926082611083984 
